FeePaymentID,MembershipID,Date,Amount,Active
2086,1949,9/2/2015,500,1
2087,1950,9/2/2015,500,1
2088,2025,9/3/2015,500,1
2089,88,9/3/2015,1000,1
2090,2010,9/3/2015,1000,1
2091,1955,9/3/2015,500,1
2092,2034,9/3/2015,500,1
2093,1940,9/3/2015,500,1
2094,406,9/3/2015,400,1
2095,353,9/3/2015,500,1
2096,469,9/3/2015,500,1
2097,389,9/3/2015,500,1
2098,2023,9/3/2015,500,1
2099,2024,9/3/2015,500,1
2100,2019,9/3/2015,500,1
2101,279,9/5/2015,1000,1
2102,480,9/5/2015,1000,1
2103,592,9/5/2015,500,1
2104,2009,9/5/2015,500,1
2105,1978,9/5/2015,1000,1
2106,98,9/5/2015,1000,1
2107,2044,9/5/2015,1000,1
2108,1933,9/5/2015,1000,1
2109,1543,9/5/2015,500,1
2110,1118,9/5/2015,500,1
2111,1903,9/5/2015,500,1
2112,121,9/5/2015,500,1
2113,1079,9/5/2015,500,1
2114,853,9/5/2015,500,1
2116,491,9/5/2015,1000,1
2117,692,9/5/2015,500,1
2118,1537,9/5/2015,500,1
2119,2018,9/5/2015,500,1
2120,401,9/5/2015,500,1
2121,1380,9/6/2015,500,1
2122,81,9/6/2015,1000,1
2123,1582,9/6/2015,500,1
2124,2053,9/6/2015,500,1
2125,1226,9/6/2015,500,1
2126,1849,9/6/2015,500,1
2127,1285,9/6/2015,500,1
2128,174,9/6/2015,500,1
2129,745,9/6/2015,500,1
2130,1391,9/6/2015,500,1
2131,249,9/6/2015,500,1
2132,1753,9/6/2015,500,1
2133,1972,9/6/2015,500,1
2134,235,9/6/2015,500,1
2135,1845,9/6/2015,500,1
2136,1517,9/6/2015,500,1
2137,330,9/6/2015,500,1
2138,641,9/6/2015,500,1
2139,1415,9/6/2015,500,1
2140,1169,9/7/2015,1000,1
2141,955,9/7/2015,1000,1
2142,954,9/7/2015,1000,1
2143,2027,9/7/2015,1000,1
2144,1249,9/7/2015,500,1
2145,412,9/7/2015,500,1
2146,1387,9/7/2015,500,1
2147,679,9/7/2015,500,1
2148,986,9/7/2015,1000,1
2149,329,9/7/2015,1000,1
2150,9,9/7/2015,500,1
2151,2069,9/7/2015,1000,1
2152,2060,9/7/2015,500,1
2153,1052,9/7/2015,500,1
2154,372,9/7/2015,500,1
2155,158,9/7/2015,500,1
2156,1973,9/7/2015,500,1
2157,1999,9/7/2015,500,1
2158,2002,9/7/2015,500,1
2159,2072,9/7/2015,500,1
2160,1216,9/7/2015,500,1
2161,250,9/7/2015,500,1
2162,1502,9/7/2015,300,1
2163,2003,9/7/2015,1000,1
2164,1801,9/8/2015,500,1
2165,1722,9/8/2015,500,1
2166,2039,9/8/2015,500,1
2167,1646,9/8/2015,1000,1
2169,2076,9/8/2015,1000,1
2170,2132,9/8/2015,500,1
2171,2049,9/8/2015,500,1
2172,1447,9/8/2015,1000,1
2173,1895,9/8/2015,500,1
2174,1873,9/8/2015,500,1
2175,850,9/8/2015,1000,1
2176,909,9/8/2015,500,1
2177,358,9/8/2015,500,1
2178,400,9/8/2015,500,1
2179,596,9/8/2015,500,1
2180,2092,9/8/2015,500,1
2181,1691,9/8/2015,500,1
2182,1739,9/8/2015,500,1
2183,2081,9/8/2015,500,1
2184,388,9/8/2015,500,1
2186,411,9/8/2015,500,1
2187,157,9/8/2015,500,1
2188,1408,9/9/2015,500,1
2189,631,9/9/2015,500,1
2190,85,9/9/2015,1000,1
2191,2087,9/9/2015,1000,1
2192,100,9/9/2015,1000,1
2193,1653,9/9/2015,1000,1
2194,1300,9/9/2015,500,1
2195,1312,9/9/2015,500,1
2196,799,9/9/2015,500,1
2197,798,9/9/2015,500,1
2198,1713,9/9/2015,500,1
2199,2054,9/9/2015,500,1
2200,682,9/9/2015,500,1
2201,1645,9/9/2015,500,1
2202,550,9/9/2015,500,1
2203,2107,9/9/2015,1000,1
2204,1274,9/9/2015,500,1
2205,1639,9/9/2015,500,1
2206,1082,9/9/2015,500,1
2207,654,9/9/2015,1000,1
2208,540,9/9/2015,500,1
2209,2038,9/9/2015,500,1
2210,2115,9/10/2015,500,1
2211,442,9/10/2015,500,1
2212,2088,9/10/2015,1000,1
2213,1248,9/10/2015,1000,1
2214,2104,9/10/2015,1000,1
2215,2118,9/10/2015,1000,1
2216,1991,9/10/2015,500,1
2217,1675,9/10/2015,500,1
2218,1078,9/10/2015,500,1
2220,961,9/10/2015,500,1
2221,1874,9/10/2015,1000,1
2222,373,9/10/2015,500,1
2223,1194,9/10/2015,500,1
2224,1195,9/10/2015,500,1
2225,487,9/10/2015,500,1
2226,377,9/10/2015,1000,1
2227,1775,9/12/2015,500,1
2228,1776,9/12/2015,500,1
2229,436,9/12/2015,1000,1
2230,1987,9/12/2015,500,1
2231,1986,9/12/2015,500,1
2232,69,9/12/2015,1000,1
2233,2117,9/12/2015,1000,1
2234,1057,9/12/2015,500,1
2235,844,9/12/2015,500,1
2236,594,9/12/2015,500,1
2237,630,9/12/2015,500,1
2238,333,9/12/2015,500,1
2239,1930,9/13/2015,500,1
2240,481,9/13/2015,500,1
2242,423,9/13/2015,500,1
2243,593,9/13/2015,500,1
2244,138,9/13/2015,500,1
2245,677,9/13/2015,500,1
2246,1603,9/13/2015,500,1
2247,1602,9/13/2015,500,1
2248,33,9/13/2015,500,1
2249,2102,9/13/2015,500,1
2250,1128,9/13/2015,500,1
2251,569,9/13/2015,500,1
2252,1497,9/13/2015,500,1
2253,647,9/14/2015,400,1
2254,2154,9/14/2015,500,1
2255,1364,9/14/2015,400,1
2256,1881,9/14/2015,500,1
2257,1442,9/14/2015,1000,1
2258,460,9/14/2015,500,1
2259,2156,9/14/2015,500,1
2260,463,9/14/2015,500,1
2261,376,9/14/2015,500,1
2262,525,9/14/2015,500,1
2263,2150,9/14/2015,1000,1
2264,254,9/14/2015,500,1
2265,2158,9/15/2015,1000,1
2266,1427,9/15/2015,1000,1
2267,2155,9/15/2015,1000,1
2268,1137,9/15/2015,500,1
2269,2133,9/15/2015,1000,1
2271,2067,9/15/2015,1000,1
2272,1665,9/15/2015,1000,1
2273,1156,9/15/2015,500,1
2274,1208,9/15/2015,500,1
2275,1258,9/15/2015,1000,1
2276,1846,9/15/2015,1000,1
2277,1059,9/15/2015,500,1
2278,2176,9/15/2015,500,1
2279,273,9/15/2015,500,1
2280,44,9/15/2015,500,1
2281,357,9/15/2015,500,1
2282,418,9/15/2015,400,1
2283,659,9/15/2015,1000,1
2284,972,9/16/2015,1000,1
2285,635,9/16/2015,500,1
2286,118,9/16/2015,500,1
2287,1475,9/16/2015,500,1
2288,470,9/16/2015,500,1
2289,1081,9/16/2015,500,1
2290,2172,9/16/2015,500,1
2291,1718,9/16/2015,500,1
2292,548,9/16/2015,500,1
2293,2008,9/16/2015,1000,1
2294,2061,9/16/2015,500,1
2295,1080,9/17/2015,500,1
2296,86,9/17/2015,1000,1
2297,1383,9/17/2015,1000,1
2298,103,9/17/2015,1000,1
2299,2131,9/17/2015,1000,1
2300,2147,9/17/2015,500,1
2301,1891,9/17/2015,500,1
2302,1644,9/17/2015,500,1
2303,822,9/17/2015,500,1
2304,2191,9/19/2015,1000,1
2305,2044,9/19/2015,1000,1
2306,1091,9/19/2015,500,1
2307,2159,9/19/2015,500,1
2308,748,9/19/2015,500,1
2309,364,9/19/2015,1000,1
2310,432,9/19/2015,500,1
2311,2188,9/19/2015,1000,1
2312,27,9/19/2015,400,1
2313,114,9/20/2015,1000,1
2314,928,9/20/2015,500,1
2315,2084,9/20/2015,500,1
2316,336,9/21/2015,500,1
2317,240,9/21/2015,500,1
2318,231,9/21/2015,500,1
2319,1787,9/21/2015,1000,1
2320,1788,9/21/2015,1000,1
2321,490,9/21/2015,500,1
2322,275,9/21/2015,500,1
2323,39,9/22/2015,500,1
2324,459,9/23/2015,500,1
2325,1785,9/29/2015,500,1
2326,1784,9/29/2015,500,1
2327,438,9/29/2015,500,1
2328,1268,9/29/2015,500,1
2329,1883,9/29/2015,500,1
2330,2196,9/29/2015,500,1
2331,2197,9/29/2015,500,1
2332,2184,9/29/2015,500,1
2333,1585,9/29/2015,500,1
2334,898,9/29/2015,500,1
2335,1453,9/29/2015,500,1
2336,1585,9/29/2015,500,1
2337,1546,9/29/2015,500,1
2338,1807,9/29/2015,500,1
2339,876,9/29/2015,500,1
2340,1862,9/29/2015,1000,1
2341,412,9/29/2015,500,1
2342,12,9/29/2015,500,1
2343,379,9/29/2015,500,1
2344,1017,9/30/2015,500,1
2345,575,9/30/2015,1000,1
2346,685,9/30/2015,1000,1
2347,1717,9/30/2015,500,1
2348,2293,9/30/2015,500,1
2349,811,9/30/2015,500,1
2350,224,9/30/2015,500,1
2351,381,9/30/2015,500,1
2352,380,9/30/2015,500,1
2353,1751,9/30/2015,500,1
2354,871,9/30/2015,500,1
2355,180,9/30/2015,500,1
2356,2095,9/30/2015,500,1
2357,221,9/30/2015,500,1
2358,410,9/30/2015,500,1
2359,499,9/30/2015,500,1
2360,72,10/1/2015,1000,1
2361,1616,10/1/2015,1000,1
2362,110,10/1/2015,1000,1
2363,1028,10/1/2015,500,1
2364,2244,10/1/2015,500,1
2365,1041,10/1/2015,1000,1
2366,613,10/1/2015,500,1
2367,56,10/1/2015,500,1
2368,906,10/1/2015,500,1
2369,905,10/1/2015,500,1
2370,17,10/1/2015,500,1
2371,650,10/1/2015,1000,1
2372,2268,10/1/2015,500,1
2373,354,10/1/2015,500,1
2374,2218,10/1/2015,1000,1
2375,461,10/1/2015,500,1
2376,2328,10/1/2015,500,1
2377,24,10/1/2015,400,1
2378,1373,10/1/2015,500,1
2379,2278,10/1/2015,500,1
2380,1003,10/1/2015,500,1
2381,1100,10/3/2015,1000,1
2382,76,10/3/2015,1000,1
2383,88,10/3/2015,1000,1
2384,107,10/3/2015,1000,1
2385,77,10/3/2015,1000,1
2386,1767,10/3/2015,1000,1
2387,2193,10/3/2015,1000,1
2388,2010,10/3/2015,1000,1
2389,1697,10/3/2015,500,1
2390,606,10/3/2015,1000,1
2391,555,10/3/2015,500,1
2392,1594,10/3/2015,1000,1
2393,989,10/3/2015,1000,1
2394,936,10/3/2015,500,1
2395,194,10/3/2015,500,1
2396,2034,10/3/2015,500,1
2397,1544,10/3/2015,500,1
2398,2380,10/3/2015,500,1
2399,734,10/3/2015,1000,1
2400,223,10/3/2015,500,1
2401,2417,10/3/2015,500,1
2402,807,10/3/2015,500,1
2403,1960,10/3/2015,500,1
2404,705,10/3/2015,500,1
2405,1820,10/3/2015,500,1
2406,1161,10/3/2015,1000,1
2407,524,10/3/2015,500,1
2408,1182,10/3/2015,500,1
2409,264,10/3/2015,500,1
2410,61,10/3/2015,500,1
2411,1261,10/3/2015,500,1
2412,399,10/3/2015,500,1
2413,2000,10/3/2015,1000,1
2414,1760,10/3/2015,1000,1
2415,651,10/3/2015,1000,1
2416,1063,10/4/2015,1000,1
2417,2026,10/4/2015,1000,1
2418,1429,10/4/2015,1000,1
2419,1249,10/4/2015,500,1
2420,652,10/4/2015,500,1
2421,787,10/4/2015,500,1
2422,2323,10/4/2015,1000,1
2423,2322,10/4/2015,1000,1
2424,1955,10/4/2015,500,1
2425,20,10/4/2015,500,1
2426,1251,10/4/2015,500,1
2427,469,10/4/2015,500,1
2428,465,10/4/2015,500,1
2429,1977,10/4/2015,500,1
2430,372,10/4/2015,500,1
2431,1990,10/4/2015,500,1
2432,389,10/4/2015,500,1
2433,1890,10/4/2015,500,1
2434,1948,10/4/2015,500,1
2435,2074,10/4/2015,500,1
2436,1949,10/4/2015,500,1
2437,1950,10/4/2015,500,1
2438,293,10/4/2015,500,1
2439,333,10/4/2015,500,1
2440,330,10/4/2015,500,1
2441,1416,10/4/2015,500,1
2442,491,10/4/2015,1000,1
2443,1974,10/5/2015,500,1
2444,1978,10/5/2015,1000,1
2445,1144,10/5/2015,500,1
2446,535,10/5/2015,500,1
2447,439,10/5/2015,1000,1
2448,81,10/5/2015,1000,1
2449,108,10/5/2015,1000,1
2450,75,10/5/2015,1000,1
2451,1496,10/5/2015,1000,1
2452,2071,10/5/2015,500,1
2453,2080,10/5/2015,500,1
2454,2352,10/5/2015,500,1
2455,226,10/5/2015,500,1
2456,617,10/5/2015,500,1
2457,1458,10/5/2015,1000,1
2458,2124,10/5/2015,500,1
2459,1992,10/5/2015,500,1
2460,1079,10/5/2015,500,1
2461,1994,10/5/2015,500,1
2462,1517,10/5/2015,500,1
2463,1010,10/5/2015,1000,1
2464,2376,10/5/2015,500,1
2465,1259,10/5/2015,500,1
2466,2058,10/5/2015,1000,1
2467,745,10/5/2015,500,1
2468,358,10/5/2015,500,1
2469,2300,10/5/2015,1000,1
2470,255,10/5/2015,1000,1
2471,234,10/5/2015,1000,1
2472,2312,10/5/2015,1000,1
2473,2311,10/5/2015,500,1
2474,996,10/5/2015,500,1
2475,1959,10/5/2015,500,1
2476,449,10/5/2015,500,1
2477,692,10/5/2015,500,1
2478,527,10/5/2015,500,1
2479,658,10/5/2015,500,1
2480,479,10/5/2015,500,1
2481,774,10/5/2015,500,1
2482,2005,10/5/2015,500,1
2483,992,10/6/2015,500,1
2484,2076,10/6/2015,1000,1
2485,2407,10/6/2015,1000,1
2486,2215,10/6/2015,1000,1
2487,1582,10/6/2015,500,1
2488,2310,10/6/2015,1000,1
2489,782,10/6/2015,500,1
2490,1958,10/6/2015,500,1
2491,1370,10/6/2015,500,1
2492,1532,10/6/2015,500,1
2493,731,10/6/2015,500,1
2494,909,10/6/2015,500,1
2495,1015,10/6/2015,500,1
2496,948,10/6/2015,500,1
2497,256,10/6/2015,1000,1
2498,779,10/6/2015,500,1
2499,1424,10/6/2015,500,1
2500,353,10/6/2015,500,1
2501,900,10/6/2015,1000,1
2502,1748,10/6/2015,500,1
2503,21,10/6/2015,500,1
2504,641,10/6/2015,500,1
2505,250,10/6/2015,500,1
2506,1238,10/6/2015,500,1
2507,968,10/6/2015,500,1
2508,2258,10/6/2015,1000,1
2509,2302,10/6/2015,500,1
2510,2319,10/7/2015,1000,1
2511,120,10/7/2015,500,1
2512,2009,10/7/2015,500,1
2513,1915,10/7/2015,500,1
2514,440,10/7/2015,500,1
2515,955,10/7/2015,1000,1
2516,954,10/7/2015,1000,1
2517,115,10/7/2015,500,1
2518,1363,10/7/2015,500,1
2519,1935,10/7/2015,500,1
2520,1722,10/7/2015,500,1
2521,350,10/7/2015,500,1
2522,558,10/7/2015,500,1
2523,591,10/7/2015,500,1
2524,1543,10/7/2015,500,1
2525,2260,10/7/2015,500,1
2526,2261,10/7/2015,500,1
2527,2057,10/7/2015,500,1
2528,2373,10/7/2015,1000,1
2529,2374,10/7/2015,1000,1
2530,546,10/7/2015,400,1
2531,34,10/7/2015,500,1
2532,2297,10/7/2015,500,1
2533,241,10/7/2015,500,1
2534,1972,10/7/2015,500,1
2535,268,10/7/2015,500,1
2536,269,10/7/2015,500,1
2537,2283,10/7/2015,500,1
2538,140,10/7/2015,500,1
2539,1694,10/7/2015,500,1
2540,2225,10/7/2015,500,1
2541,2399,10/7/2015,500,1
2542,1918,10/7/2015,500,1
2543,401,10/7/2015,500,1
2544,270,10/7/2015,500,1
2545,82,10/8/2015,1000,1
2546,2049,10/8/2015,500,1
2547,2132,10/8/2015,500,1
2548,2224,10/8/2015,500,1
2549,3,10/8/2015,500,1
2550,388,10/8/2015,500,1
2551,411,10/8/2015,500,1
2552,2396,10/8/2015,500,1
2553,1672,10/10/2015,500,1
2554,1646,10/10/2015,1000,1
2555,257,10/10/2015,500,1
2556,2115,10/10/2015,500,1
2557,97,10/10/2015,2000,1
2558,982,10/10/2015,1000,1
2559,117,10/10/2015,500,1
2561,1589,10/10/2015,500,1
2562,679,10/10/2015,500,1
2563,196,10/10/2015,500,1
2564,1668,10/10/2015,500,1
2565,1989,10/10/2015,500,1
2566,1816,10/10/2015,500,1
2567,1641,10/10/2015,500,1
2568,721,10/10/2015,1000,1
2569,462,10/10/2015,500,1
2570,258,10/10/2015,500,1
2571,1052,10/10/2015,500,1
2572,2081,10/10/2015,500,1
2573,2393,10/10/2015,500,1
2574,363,10/10/2015,500,1
2575,860,10/10/2015,500,1
2576,1082,10/10/2015,500,1
2577,1022,10/10/2015,500,1
2578,800,10/10/2015,500,1
2579,724,10/10/2015,500,1
2580,1415,10/11/2015,500,1
2581,98,10/11/2015,1000,1
2582,1312,10/11/2015,500,1
2583,1300,10/11/2015,500,1
2584,1137,10/11/2015,500,1
2585,2443,10/11/2015,1000,1
2586,667,10/11/2015,500,1
2587,665,10/11/2015,500,1
2588,513,10/11/2015,500,1
2589,808,10/11/2015,1000,1
2590,2006,10/11/2015,500,1
2591,1943,10/11/2015,1000,1
2592,2238,10/11/2015,1000,1
2593,2072,10/11/2015,500,1
2594,418,10/11/2015,400,1
2595,2060,10/11/2015,500,1
2596,251,10/11/2015,500,1
2597,346,10/11/2015,500,1
2598,1608,10/12/2015,1000,1
2599,70,10/12/2015,1000,1
2600,2375,10/12/2015,1000,1
2601,986,10/12/2015,1000,1
2602,1447,10/12/2015,1000,1
2603,921,10/12/2015,500,1
2604,666,10/12/2015,500,1
2605,305,10/12/2015,1000,1
2606,378,10/12/2015,500,1
2607,877,10/12/2015,500,1
2608,374,10/12/2015,500,1
2609,459,10/12/2015,500,1
2610,2331,10/12/2015,500,1
2611,2434,10/12/2015,500,1
2612,2092,10/12/2015,500,1
2613,525,10/12/2015,500,1
2614,2379,10/12/2015,500,1
2615,2361,10/12/2015,1000,1
2616,2418,10/12/2015,1000,1
2617,416,10/12/2015,500,1
2618,2109,10/12/2015,500,1
2619,2401,10/12/2015,500,1
2620,2402,10/12/2015,500,1
2621,1746,10/13/2015,500,1
2622,1987,10/13/2015,500,1
2623,592,10/13/2015,500,1
2624,2438,10/13/2015,1000,1
2625,2469,10/13/2015,500,1
2626,2329,10/13/2015,500,1
2627,248,10/13/2015,500,1
2628,838,10/13/2015,500,1
2629,1739,10/13/2015,500,1
2630,2056,10/13/2015,1000,1
2631,1874,10/13/2015,1000,1
2632,1290,10/13/2015,500,1
2633,1937,10/13/2015,500,1
2634,897,10/13/2015,500,1
2635,569,10/13/2015,500,1
2636,157,10/13/2015,500,1
2637,44,10/13/2015,500,1
2638,766,10/13/2015,500,1
2639,2403,10/13/2015,500,1
2640,1287,10/13/2015,500,1
2641,2471,10/13/2015,500,1
2642,540,10/13/2015,500,1
2643,654,10/13/2015,1000,1
2644,660,10/14/2015,1000,1
2645,1169,10/14/2015,1000,1
2646,100,10/14/2015,1000,1
2647,1284,10/14/2015,500,1
2648,121,10/14/2015,500,1
2649,515,10/14/2015,400,1
2650,1387,10/14/2015,500,1
2651,1744,10/14/2015,500,1
2652,1274,10/14/2015,500,1
2653,635,10/14/2015,500,1
2654,1721,10/14/2015,500,1
2655,230,10/14/2015,500,1
2656,1391,10/14/2015,500,1
2657,682,10/14/2015,500,1
2658,249,10/14/2015,500,1
2659,1667,10/14/2015,500,1
2660,2404,10/14/2015,500,1
2661,2410,10/14/2015,500,1
2662,2228,10/14/2015,500,1
2663,2301,10/14/2015,500,1
2664,382,10/14/2015,500,1
2665,1266,10/14/2015,500,1
2666,1675,10/15/2015,500,1
2667,1991,10/15/2015,500,1
2668,91,10/15/2015,1000,1
2669,86,10/15/2015,1000,1
2670,69,10/15/2015,1000,1
2671,2501,10/15/2015,500,1
2672,2411,10/15/2015,500,1
2673,273,10/15/2015,500,1
2674,1128,10/15/2015,500,1
2675,1881,10/15/2015,500,1
2676,1057,10/15/2015,500,1
2677,1059,10/15/2015,500,1
2678,647,10/17/2015,400,1
2679,102,10/17/2015,1000,1
2680,712,10/17/2015,1000,1
2681,1078,10/17/2015,500,1
2682,141,10/17/2015,500,1
2684,2223,10/17/2015,500,1
2685,400,10/17/2015,500,1
2686,1753,10/17/2015,500,1
2687,677,10/17/2015,500,1
2688,391,10/17/2015,500,1
2689,192,10/17/2015,500,1
2690,754,10/17/2015,500,1
2691,2172,10/17/2015,500,1
2692,57,10/17/2015,500,1
2693,2414,10/17/2015,500,1
2694,2150,10/17/2015,1000,1
2695,723,10/17/2015,500,1
2696,834,10/17/2015,500,1
2697,272,10/17/2015,500,1
2698,254,10/17/2015,500,1
2699,699,10/18/2015,1000,1
2700,481,10/18/2015,500,1
2701,1766,10/18/2015,1000,1
2702,460,10/18/2015,500,1
2703,2069,10/18/2015,1000,1
2704,2183,10/18/2015,1000,1
2705,2467,10/18/2015,500,1
2706,2188,10/18/2015,1000,1
2707,2152,10/18/2015,1000,1
2708,2476,10/18/2015,500,1
2709,2425,10/18/2015,500,1
2710,1427,10/19/2015,1000,1
2711,2480,10/19/2015,500,1
2712,106,10/19/2015,1000,1
2713,2133,10/19/2015,1000,1
2714,1644,10/19/2015,500,1
2715,509,10/19/2015,500,1
2716,1602,10/19/2015,500,1
2717,1603,10/19/2015,500,1
2718,2490,10/19/2015,500,1
2719,2491,10/19/2015,500,1
2720,2485,10/19/2015,500,1
2721,27,10/19/2015,400,1
2722,1080,10/20/2015,500,1
2723,2191,10/20/2015,1000,1
2724,2215,10/20/2015,1000,1
2725,2502,10/20/2015,1000,1
2726,2457,10/20/2015,500,1
2727,2147,10/20/2015,500,1
2728,1121,10/20/2015,500,1
2729,472,10/20/2015,500,1
2730,2503,10/20/2015,500,1
2731,474,10/20/2015,500,1
2732,637,10/20/2015,500,1
2733,15,10/20/2015,500,1
2734,275,10/21/2015,500,1
2735,1788,10/22/2015,1000,1
2736,412,10/25/2015,500,1
2737,2511,10/25/2015,500,1
2738,601,10/25/2015,500,1
2739,120,10/26/2015,500,1
2740,336,10/26/2015,500,1
2741,490,10/26/2015,500,1
2742,2356,10/26/2015,500,1
2743,2506,10/26/2015,500,1
2745,1917,10/26/2015,500,1
2746,630,10/26/2015,500,1
2747,1216,10/26/2015,500,1
2748,432,10/26/2015,500,1
2749,2177,10/26/2015,500,1
2750,1767,10/27/2015,1000,1
2751,114,10/27/2015,1000,1
2752,1883,10/27/2015,500,1
2753,894,10/27/2015,500,1
2754,2268,10/27/2015,500,1
2755,2070,10/27/2015,500,1
2756,1546,10/27/2015,500,1
2757,2122,10/27/2015,500,1
2758,589,10/27/2015,1000,1
2759,2437,10/27/2015,500,1
2760,33,10/27/2015,500,1
2761,12,10/27/2015,500,1
2762,24,10/27/2015,400,1
2763,1782,10/27/2015,500,1
2764,110,10/28/2015,1000,1
2765,886,10/28/2015,500,1
2766,798,10/28/2015,500,1
2767,799,10/28/2015,500,1
2768,876,10/28/2015,500,1
2769,794,10/28/2015,500,1
2770,1749,10/28/2015,500,1
2771,2218,10/28/2015,1000,1
2772,2489,10/28/2015,500,1
2773,2095,10/28/2015,500,1
2774,1047,10/28/2015,500,1
2775,392,10/28/2015,1000,1
2776,2513,10/29/2015,1000,1
2777,438,10/29/2015,500,1
2778,1676,10/29/2015,1000,1
2779,1028,10/29/2015,500,1
2780,1453,10/29/2015,500,1
2781,2466,10/29/2015,500,1
2782,650,10/31/2015,1000,1
2783,1888,10/31/2015,500,1
2784,2271,10/31/2015,500,1
2785,512,10/31/2015,500,1
2786,1052,10/31/2015,500,1
2787,260,10/31/2015,500,1
2788,1083,10/31/2015,1000,1
2789,520,10/31/2015,500,1
2790,1820,10/31/2015,500,1
2791,2525,10/31/2015,500,1
2792,627,10/31/2015,500,1
2793,2312,10/31/2015,1000,1
2794,379,10/31/2015,500,1
2795,264,10/31/2015,500,1
2796,2522,11/1/2015,500,1
2797,1742,11/1/2015,500,1
2798,235,11/1/2015,500,1
2799,826,11/1/2015,500,1
2800,1766,11/1/2015,1000,1
2801,72,11/1/2015,1000,1
2802,96,11/1/2015,1000,1
2803,555,11/1/2015,500,1
2804,538,11/1/2015,500,1
2805,2328,11/1/2015,500,1
2806,280,11/1/2015,500,1
2807,226,11/1/2015,500,1
2808,2354,11/1/2015,500,1
2809,354,11/1/2015,500,1
2810,1436,11/1/2015,500,1
2811,1390,11/1/2015,500,1
2812,221,11/1/2015,500,1
2813,34,11/1/2015,500,1
2814,2518,11/1/2015,500,1
2815,1430,11/1/2015,1000,1
2816,1126,11/1/2015,500,1
2817,2000,11/1/2015,1000,1
2818,1161,11/1/2015,1000,1
2819,996,11/1/2015,500,1
2820,1691,11/1/2015,500,1
2821,88,11/2/2015,1000,1
2822,606,11/2/2015,1000,1
2823,1785,11/2/2015,500,1
2824,1590,11/2/2015,1000,1
2825,2352,11/2/2015,500,1
2827,596,11/2/2015,500,1
2828,1736,11/2/2015,400,1
2829,640,11/2/2015,400,1
2830,180,11/2/2015,500,1
2831,1010,11/2/2015,1000,1
2832,389,11/2/2015,500,1
2833,1876,11/2/2015,500,1
2834,1086,11/2/2015,500,1
2835,788,11/2/2015,500,1
2836,40,11/2/2015,500,1
2837,410,11/2/2015,500,1
2838,357,11/2/2015,500,1
2839,333,11/2/2015,500,1
2840,968,11/2/2015,500,1
2841,85,11/3/2015,1000,1
2842,573,11/3/2015,1000,1
2843,1952,11/3/2015,1000,1
2844,1544,11/3/2015,500,1
2845,240,11/3/2015,500,1
2846,231,11/3/2015,500,1
2847,1582,11/3/2015,500,1
2848,2359,11/3/2015,500,1
2849,2421,11/3/2015,500,1
2850,2373,11/3/2015,1000,1
2851,2374,11/3/2015,1000,1
2852,1585,11/3/2015,500,1
2853,593,11/3/2015,500,1
2854,2123,11/3/2015,500,1
2855,2581,11/3/2015,500,1
2856,1948,11/3/2015,500,1
2857,575,11/3/2015,1000,1
2858,404,11/3/2015,500,1
2859,673,11/3/2015,500,1
2860,491,11/3/2015,1000,1
2861,659,11/3/2015,1000,1
2862,1646,11/4/2015,1000,1
2863,76,11/4/2015,1000,1
2864,2026,11/4/2015,1000,1
2865,380,11/4/2015,500,1
2866,381,11/4/2015,500,1
2867,548,11/4/2015,500,1
2868,1123,11/4/2015,500,1
2869,189,11/4/2015,500,1
2870,705,11/4/2015,500,1
2871,376,11/4/2015,500,1
2872,465,11/4/2015,500,1
2873,2399,11/4/2015,500,1
2874,692,11/4/2015,500,1
2875,2302,11/4/2015,500,1
2876,2584,11/4/2015,1000,1
2877,277,11/5/2015,400,1
2878,2322,11/5/2015,1000,1
2879,2323,11/5/2015,1000,1
2880,1974,11/5/2015,500,1
2881,98,11/5/2015,1000,1
2882,107,11/5/2015,1000,1
2883,77,11/5/2015,1000,1
2884,591,11/5/2015,500,1
2885,2571,11/5/2015,1000,1
2886,119,11/5/2015,500,1
2887,2329,11/5/2015,500,1
2888,706,11/5/2015,500,1
2889,2034,11/5/2015,500,1
2890,1994,11/5/2015,500,1
2891,14,11/5/2015,500,1
2892,1977,11/5/2015,500,1
2893,588,11/5/2015,500,1
2894,469,11/5/2015,500,1
2895,21,11/5/2015,500,1
2896,241,11/5/2015,500,1
2897,979,11/5/2015,500,1
2898,774,11/5/2015,500,1
2899,488,11/5/2015,500,1
2900,789,11/5/2015,500,1
2901,824,11/5/2015,1000,1
2902,1537,11/7/2015,500,1
2903,2076,11/7/2015,1000,1
2904,81,11/7/2015,1000,1
2905,955,11/7/2015,1000,1
2906,121,11/7/2015,500,1
2907,2376,11/7/2015,500,1
2908,2135,11/7/2015,500,1
2909,450,11/7/2015,500,1
2910,928,11/7/2015,500,1
2911,948,11/7/2015,500,1
2912,2612,11/7/2015,1000,1
2913,1878,11/7/2015,500,1
2914,2564,11/7/2015,500,1
2915,2565,11/7/2015,500,1
2916,470,11/7/2015,500,1
2917,420,11/7/2015,1000,1
2918,1079,11/7/2015,500,1
2919,1078,11/7/2015,500,1
2920,353,11/7/2015,500,1
2921,748,11/7/2015,500,1
2922,1978,11/7/2015,500,1
2923,651,11/7/2015,1000,1
2924,388,11/7/2015,500,1
2925,2579,11/7/2015,1000,1
2926,1276,11/7/2015,500,1
2927,39,11/7/2015,500,1
